Unnamed: 0,image_name,dice,subin,point_rmse
19,case17.jpg,0.5534367812745641,0.8132021079455007,0.7071067811865476
114,case95.jpg,0.6681022238919484,0.9199809100916689,0.7071067811865476
64,case92.jpg,0.6019900497512438,0.8653575296388164,1.414213562373095
37,case97.jpg,0.4977597000222441,0.7674069228915443,2.82842712474619
40,case106.jpg,0.6567957857653256,0.907992763405721,3.535533905932738
118,case4.jpg,0.3140152155536771,0.5533396845540284,3.535533905932738
27,case88.jpg,0.6189380870231934,0.8623367653602159,3.535533905932738
4,case76.jpg,0.6440230280596348,0.8956271561062097,4.242640687119285
129,case1.jpg,0.6667604910880598,0.906104231911946,4.949747468305833
126,case25.jpg,0.684447474188005,0.9212512468781915,5.0
45,case98.jpg,0.5782415737075687,0.8389331877230615,5.656854249492381
57,case49.jpg,0.3785253036278222,0.6572253000876556,5.70087712549569
13,case105.jpg,0.6488903733392711,0.9023842560748434,5.70087712549569
20,case47.jpg,0.6200774756185397,0.8784652787596703,5.830951894845301
95,case147.jpg,0.6480366176824861,0.8984137949016542,6.324555320336759
97,case40.jpg,0.6414010257741999,0.8713677287148497,6.519202405202649
109,case107.jpg,0.6372846932000156,0.8943514980159009,6.670832032063167
102,case104.jpg,0.6505942051270787,0.876534954621758,6.670832032063167
53,case130.jpg,0.6776483709756987,0.9020422614390451,6.670832032063167
125,case65.jpg,0.7058256669990923,0.9417689719038984,7.071067811865476
147,case123.jpg,0.6818600253775533,0.9227807880143051,7.071067811865476
140,case145.jpg,0.6418227074729875,0.8844712712655516,7.516648189186454
52,case87.jpg,0.6492055640676085,0.9033357150445268,7.516648189186454
14,case58.jpg,0.6925414327985882,0.9280290696226835,7.905694150420948
143,case86.jpg,0.6549417689644319,0.9023883852616339,8.06225774829855
135,case71.jpg,0.6520530181174329,0.8968780832629706,8.514693182963201
31,case82.jpg,0.6813519813519814,0.9264573319280427,8.602325267042627
141,case101.jpg,0.4541616785331737,0.7400873011780991,9.617692030835672
51,case142.jpg,0.6733639287392043,0.8958722596328397,10.19803902718557
120,case13.jpg,0.652186471029981,0.9074660375073109,11.04536101718726
130,case33.jpg,0.6669862742441455,0.9155132643563431,11.31370849898476
106,case60.jpg,0.6807180314643001,0.9220508520522375,11.33578404875463
41,case116.jpg,0.6656332299896657,0.916409740259984,11.33578404875463
94,case8.jpg,0.6768578245117964,0.9222983415104815,11.33578404875463
2,case124.jpg,0.6642527652398195,0.9051547330312859,11.33578404875463
17,case91.jpg,0.7089109565274864,0.9360248648771323,11.40175425099138
96,case10.jpg,0.5522602936942125,0.8207899607025795,11.5974135047432
128,case42.jpg,0.6604296506802099,0.9094839785660622,11.6619037896906
60,case128.jpg,0.6616037387775181,0.9078067502737485,11.8532695911297
137,case113.jpg,0.6455602938221439,0.8959071842428403,11.8532695911297
119,case103.jpg,0.540778106337334,0.7951552482118824,12.0415945787923
87,case135.jpg,0.6356902902011575,0.8855721883170786,12.34908903522847
103,case78.jpg,0.6445640085364754,0.8699087580364728,12.34908903522847
99,case146.jpg,0.6430004630344189,0.8986135000088799,12.34908903522847
85,case83.jpg,0.6358765870213096,0.8805835033283231,12.36931687685298
75,case5.jpg,0.7115511893792906,0.9486006099063231,12.64911064067352
105,case85.jpg,0.6274237877909176,0.8692776505978684,12.64911064067352
35,case51.jpg,0.6531641376264137,0.9098376540143166,12.98075498574717
1,case20.jpg,0.5960175497806277,0.8480609927238052,12.98075498574717
61,case46.jpg,0.5385209936145166,0.7401278170684101,13.28533025558642
10,case29.jpg,0.4380635192102855,0.6930205552716835,14.14213562373095
6,case22.jpg,0.4562219598583235,0.7258123018218567,15.0
113,case96.jpg,0.7003583445031047,0.9322505830685657,15.23154621172782
22,case131.jpg,0.5987926748845939,0.8435188585401088,16.0
11,case140.jpg,0.6818443141313096,0.9207942365700479,16.27882059609971
50,case94.jpg,0.6899094961502094,0.9162782266413241,16.55294535724685
30,case119.jpg,0.5286159678061778,0.7945726940998303,16.97056274847714
110,case122.jpg,0.5950390859891762,0.8110611411492383,16.97056274847714
43,case61.jpg,0.6764746511949165,0.921749969776983,16.98528775146303
58,case35.jpg,0.471406905165492,0.6532777710080173,17.10263137648707
148,case52.jpg,0.6627332804652393,0.910945116452279,17.10263137648707
136,case16.jpg,0.6461468670258009,0.8791234177139567,17.21917535772256
28,case138.jpg,0.6084630184082603,0.8635267138724319,17.4928556845359
123,case64.jpg,0.5691204745651558,0.7614075565758082,17.67766952966369
89,case80.jpg,0.5051479183526661,0.7942049955185576,17.67766952966369
47,case41.jpg,0.6880941845341056,0.919822880809981,17.88854381999832
34,case28.jpg,0.6808568741086871,0.9138424052069389,18.11077027627483
82,case93.jpg,0.6702740388043383,0.9107001301202879,18.12456896039186
7,case43.jpg,0.4948959744597513,0.7632483405531676,18.3983694929741
67,case148.jpg,0.6738826076214455,0.9133615899585216,18.66815470259447
104,case27.jpg,0.6110360884749709,0.8628784418471751,18.66815470259447
69,case31.jpg,0.6749214150085366,0.9114304649852132,19.55760721560794
115,case70.jpg,0.6479183961244982,0.8884839512927702,19.6468827043885
121,case141.jpg,0.471581682364404,0.6211882942536675,19.91230775173988
70,case90.jpg,0.6179771800299447,0.8746183923970272,19.91230775173988
32,case66.jpg,0.4931215072298284,0.7575257694105912,20.39607805437114
79,case2.jpg,0.4146463263366464,0.6896900772255647,20.80865204668481
21,case136.jpg,0.4792016623738599,0.7602233775867204,20.98809186181536
5,case23.jpg,0.6723805511900326,0.9236241362696246,21.21320343559643
80,case108.jpg,0.5979449085519455,0.8220250261688631,21.21320343559643
142,case24.jpg,0.5726261390981893,0.8124663394342004,21.21320343559643
107,case110.jpg,0.5691157435134561,0.8147757825604878,22.19234102117215
74,case114.jpg,0.681543926440845,0.9123568584737252,22.90196498119757
117,case102.jpg,0.6539742596375419,0.9062860470540505,23.02172886644268
92,case100.jpg,0.6606900846122853,0.9043257121984827,23.3238075793812
25,case79.jpg,0.6791291207253596,0.9168658275730417,23.3452350598575
71,case11.jpg,0.5546064673581452,0.8159333192800671,24.18677324489565
48,case15.jpg,0.6714674112719524,0.9145614344247346,24.50510150968569
39,case55.jpg,0.6626376057974221,0.9141320028833689,25.29822128134704
124,case18.jpg,0.4728251620588827,0.763790696673575,27.06473720544871
0,case63.jpg,0.5860443990234486,0.8058677981461139,27.72183255125822
63,case53.jpg,0.6908805853148681,0.9270872511154975,28.29310870159022
132,case115.jpg,0.6530176650658578,0.8982301897361555,28.36370920736567
33,case125.jpg,0.6168064793861955,0.837231565233,28.42534080710379
101,case132.jpg,0.4097279687813036,0.6717453428907508,28.60069929215018
18,case109.jpg,0.6361149110807114,0.8902985756871057,28.71410803072246
29,case56.jpg,0.6100288471811675,0.8619647505852807,28.84441020371191
78,case149.jpg,0.6225155471748426,0.8655567125653156,28.84441020371191
146,case36.jpg,0.5755254112769921,0.8306182249381222,29.1547594742265
122,case84.jpg,0.6369138715824604,0.8911099209128442,29.1547594742265
73,case121.jpg,0.6405411914092431,0.8879949118324882,29.1547594742265
139,case7.jpg,0.4291647177219317,0.6971086422307283,29.96664812754339
56,case37.jpg,0.5127673747317001,0.7732932609922809,30.0416377715996
23,case133.jpg,0.6322112407421169,0.8877910062578488,30.20761493398643
131,case118.jpg,0.3270071796552537,0.5526029589222754,32.59601202601324
134,case126.jpg,0.5495199595755432,0.8182876698728874,34.05877273185281
93,case137.jpg,0.6135089621444555,0.8612726479113693,34.20526275297414
100,case50.jpg,0.5916867262723521,0.8016463534859044,34.53259329966401
86,case21.jpg,0.6375085276186557,0.895385767602598,35.16390194503448
144,case54.jpg,0.5348757995130382,0.7996225289156,36.24913792078372
46,case72.jpg,0.4644095647627482,0.7393317423174612,38.34709897762802
127,case6.jpg,0.6974154142188662,0.9311492186825756,38.60051813123756
42,case69.jpg,0.6846798543894799,0.9197542743608933,38.62641583165593
26,case44.jpg,0.6784432072428326,0.928073052971635,39.04484601070928
138,case34.jpg,0.5259748418892317,0.7741948344249785,39.60429269662571
68,case67.jpg,0.661269256230878,0.906655760300418,39.6232255123179
83,case39.jpg,0.6776227999943815,0.9089184054010944,39.75550276376844
38,case139.jpg,0.6227758502974822,0.8517202303676925,39.82461550347976
49,case99.jpg,0.684924851981175,0.9158037633656506,40.49691346263317
59,case143.jpg,0.6810856408596455,0.9246359983009529,40.79215610874228
44,case117.jpg,0.6262973137973138,0.883149819068636,41.38236339311712
66,case9.jpg,0.3489456208632936,0.6043985132130063,41.59326868617084
65,case19.jpg,0.6538866760889117,0.8752238574988004,42.10106887004176
62,case134.jpg,0.6602873530580953,0.8999393684497832,42.290660907581
133,case75.jpg,0.6842087828362576,0.916399207511926,42.290660907581
54,case89.jpg,0.5730371163454675,0.8268213094485055,44.72694937059759
77,case30.jpg,0.3740040003934813,0.6529432600333815,45.45327270945405
9,case111.jpg,0.6579341869209407,0.9077695227949611,45.45877253072283
90,case120.jpg,0.4131951887578897,0.6397246669644913,45.60701700396552
116,case26.jpg,0.6368867015069257,0.8776751247215695,46.61544808322666
76,case38.jpg,0.6361431960993925,0.885719856158152,47.62877281643944
112,case45.jpg,0.4648861288766283,0.7384419774045867,48.79036790187178
55,case3.jpg,0.5536645464443298,0.8276768090742526,50.93132631298737
72,case57.jpg,0.6585814240636576,0.8929189902514989,54.08326913195984
24,case74.jpg,0.694062346800473,0.9289383828641402,55.22680508593631
12,case32.jpg,0.4670788515287541,0.6158640848057024,56.08029957123981
111,case150.jpg,0.5620435236249813,0.7856532434594401,56.58621740318043
91,case59.jpg,0.4238957621388498,0.6793309136293776,56.72741841473134
16,case127.jpg,0.6553450659492583,0.9040365840255151,57.55432216610669
149,case81.jpg,0.6553733964975781,0.8821013546527077,62.3698645180507
145,case112.jpg,0.4038139774336094,0.6669074404477346,71.47377141301556
84,case129.jpg,0.4681416065831931,0.642326852788335,74.11140263144397
3,case73.jpg,0.4298197203826343,0.6882959760693743,76.15773105863909
81,case68.jpg,0.6702943615257048,0.8947564988519087,82.76472678623425
98,case62.jpg,0.6378233719892953,0.888761011794656,85.20856764433961
15,case48.jpg,0.5597530501249449,0.755019313590986,107.5383652470131
8,case12.jpg,0.5561422941191623,0.8189409204685429,113.7013632284152
108,case14.jpg,0.6380102197869851,0.8856146071869994,121.9528597450671
88,case77.jpg,0.557558731824777,0.7636887656233443,147.0850094333206
36,case144.jpg,0.6722325388664651,0.8799864337180721,175.4266228370141
